"FIPS","AllRace_Total","AllRace_Male","AllRace_Female","AllRace_Male_50-","AllRace_Male_50-65","AllRace_Male_65+","AllRace_Female_50-","AllRace_Female_50-65","AllRace_Female_65+","W_Total","W_Male","W_Female","W_Male_50-","W_Male_50-65","W_Male_65+","W_Female_50-","W_Female_50-65","W_Female_65+","B_Total","B_Male","B_Female","B_Male_50-","B_Male_50-65","B_Male_65+","B_Female_50-","B_Female_50-65","B_Female_65+","I_Total","I_Male","I_Female","I_Male_50-","I_Male_50-65","I_Male_65+","I_Female_50-","I_Female_50-65","I_Female_65+","A_Total","A_Male","A_Female","A_Male_50-","A_Male_50-65","A_Male_65+","A_Female_50-","A_Female_50-65","A_Female_65+","H_Total","H_Male","H_Female","H_Male_50-","H_Male_50-65","H_Male_65+","H_Female_50-","H_Female_50-65","H_Female_65+","O_Total","O_Male","O_Female","O_Male_50-","O_Male_50-65","O_Male_65+","O_Female_50-","O_Female_50-65","O_Female_65+","AllRace_50-","AllRace_50-65","AllRace_65+","W_50-","W_50-65","W_65+","B_50-","B_50-65","B_65+","A_50-","A_50-65","A_65+","I_50-","I_50-65","I_65+","H_50-","H_50-65","H_65+","O_50-","O_50-65","O_65+","state"
"26023",44862,23146,21716,14250,4836,4060,12946,4373,4397,39025,19716,19309,11727,4203,3786,11037,4050,4222,1124,1002,122,602,282,118,101,13,8,132,80,52,53,18,9,32,8,12,266,129,137,88,24,17,94,29,14,2583,1353,1230,1109,188,56,1028,137,65,1732,866,866,671,121,74,654,136,76,28500,9672,8120,23454,8406,7572,1204,564,236,176,48,34,106,36,18,2218,376,112,1342,242,148,"26"
"26025",134310,66484,67826,41792,13595,11097,40452,13702,13672,100385,49511,50874,28919,11034,9558,27971,11070,11833,14275,7193,7082,4866,1373,954,4663,1334,1085,683,343,340,212,97,34,214,63,63,3715,1906,1809,1546,215,145,1444,250,115,7426,3764,3662,3136,441,187,2964,409,289,7826,3767,4059,3113,435,219,3196,576,287,83584,27190,22194,57838,22068,19116,9732,2746,1908,3092,430,290,424,194,68,6272,882,374,6226,870,438,"26"
"26027",51589,25728,25861,14747,5838,5143,14336,5796,5729,43309,21505,21804,11669,5166,4670,11502,5120,5182,2272,1194,1078,700,269,225,598,245,235,521,273,248,187,60,26,154,54,40,316,117,199,67,27,23,126,45,28,2161,1107,1054,929,114,64,864,107,83,3010,1532,1478,1195,202,135,1092,225,161,29494,11676,10286,23338,10332,9340,1400,538,450,134,54,46,374,120,52,1858,228,128,2390,404,270,"26"
"26029",26054,12994,13060,6718,3111,3165,6388,3159,3513,23881,11891,11990,5948,2901,3042,5687,2965,3338,74,38,36,20,12,6,24,8,4,367,153,214,88,38,27,108,52,54,122,72,50,48,13,11,24,12,14,425,237,188,170,53,14,130,28,30,1185,603,582,444,94,65,415,94,73,13436,6222,6330,11896,5802,6084,40,24,12,96,26,22,176,76,54,340,106,28,888,188,130,"26"
"26031",25579,12737,12842,6327,2977,3433,6112,3085,3645,22872,11410,11462,5407,2735,3268,5218,2785,3459,89,49,40,34,14,1,25,9,6,687,341,346,229,63,49,212,78,56,85,34,51,14,18,2,34,5,12,341,163,178,116,27,20,145,22,11,1505,740,765,527,120,93,478,186,101,12654,5954,6866,10814,5470,6536,68,28,2,28,36,4,458,126,98,232,54,40,1054,240,186,"26"
"26033",36785,20307,16478,12682,4144,3481,9546,3417,3515,24544,12866,11678,7021,2894,2951,6021,2656,3001,2611,2532,79,1955,478,99,49,8,22,5601,2823,2778,2106,443,274,2033,457,288,193,97,96,78,14,5,66,20,10,757,416,341,330,73,13,269,38,34,3079,1573,1506,1192,242,139,1108,238,160,25364,8288,6962,14042,5788,5902,3910,956,198,156,28,10,4212,886,548,660,146,26,2384,484,278,"26"
"26035",30856,15471,15385,8179,3705,3587,7939,3576,3870,28628,14349,14279,7404,3523,3422,7204,3388,3687,140,85,55,67,5,13,36,11,8,181,67,114,34,21,12,79,15,20,72,32,40,25,6,1,24,7,9,621,315,306,239,38,38,221,52,33,1214,623,591,410,112,101,375,103,113,16358,7410,7174,14808,7046,6844,134,10,26,50,12,2,68,42,24,478,76,76,820,224,202,"26"
"26037",79128,38855,40273,24333,7955,6567,24442,8275,7556,67915,33407,34508,19926,7279,6202,19836,7569,7103,1640,767,873,593,94,80,724,74,75,234,121,113,85,25,11,55,24,34,1870,940,930,820,85,35,779,101,50,3940,2006,1934,1619,239,148,1561,222,151,3529,1614,1915,1290,233,91,1487,285,143,48666,15910,13134,39852,14558,12404,1186,188,160,1640,170,70,170,50,22,3238,478,296,2580,466,182,"26"
"26039",12988,6668,6320,3301,1668,1699,3007,1606,1707,12026,6156,5870,2906,1596,1654,2701,1531,1638,57,32,25,24,2,6,13,5,7,83,52,31,45,0,7,10,7,14,55,10,45,7,2,1,25,13,7,292,155,137,135,13,7,103,17,17,475,263,212,184,55,24,155,33,24,6602,3336,3398,5812,3192,3308,48,4,12,14,4,2,90,0,14,270,26,14,368,110,48,"26"
"26041",36903,18415,18488,9985,4129,4301,9408,4205,4875,33441,16602,16839,8615,3818,4169,8190,3936,4713,93,60,33,50,8,2,31,1,1,818,455,363,324,94,37,259,76,28,153,71,82,36,27,8,54,18,10,543,272,271,223,29,20,212,37,22,1855,955,900,737,153,65,662,137,101,19970,8258,8602,17230,7636,8338,100,16,4,72,54,16,648,188,74,446,58,40,1474,306,130,"26"
"26043",25947,13018,12929,7112,3019,2887,6793,2994,3142,24198,12113,12085,6429,2874,2810,6130,2878,3077,61,30,31,14,10,6,24,3,4,117,67,50,35,19,13,39,11,0,147,71,76,51,13,7,51,11,14,440,213,227,169,24,20,190,24,13,984,524,460,414,79,31,359,67,34,14224,6038,5774,12858,5748,5620,28,20,12,102,26,14,70,38,26,338,48,40,828,158,62,"26"
"26045",109175,53552,55623,33091,10862,9599,32116,11860,11647,87200,42668,44532,24852,9219,8597,24036,10005,10491,7463,3702,3761,2629,628,445,2453,783,525,307,177,130,102,49,26,73,34,23,2444,1174,1270,898,191,85,990,172,108,6527,3212,3315,2570,388,254,2606,454,255,5234,2619,2615,2040,387,192,1958,412,245,66182,21724,19198,49704,18438,17194,5258,1256,890,1796,382,170,204,98,52,5140,776,508,4080,774,384,"26"
"26047",34112,16907,17205,9372,3607,3928,8797,3959,4449,30359,15032,15327,7987,3288,3757,7534,3619,4174,159,102,57,68,21,13,44,6,7,1074,505,569,324,131,50,337,119,113,173,84,89,72,4,8,50,28,11,592,305,287,230,45,30,233,29,25,1755,879,876,691,118,70,599,158,119,18744,7214,7856,15974,6576,7514,136,42,26,144,8,16,648,262,100,460,90,60,1382,236,140,"26"
"26049",406211,197384,208827,124069,41075,32240,123396,44047,41384,283483,138994,144489,81828,31331,25835,79474,32533,32482,79080,37264,41816,25715,6844,4705,27173,8092,6551,1391,708,683,437,161,110,380,163,140,4041,1948,2093,1339,313,296,1319,436,338,16259,8120,8139,6521,1051,548,6343,1034,762,21957,10350,11607,8229,1375,746,8707,1789,1111,248138,82150,64480,163656,62662,51670,51430,13688,9410,2678,626,592,874,322,220,13042,2102,1096,16458,2750,1492,"26"
"26051",25386,12816,12570,6407,3075,3334,5987,2997,3586,23830,12058,11772,5891,2926,3241,5479,2845,3448,68,43,25,29,14,0,16,2,7,95,45,50,38,2,5,31,13,6,72,32,40,22,3,7,26,10,4,482,237,245,174,41,22,179,34,32,839,401,438,253,89,59,256,93,89,12814,6150,6668,11782,5852,6482,58,28,0,44,6,14,76,4,10,348,82,44,506,178,118,"26"
"26053",14380,7299,7081,3602,1740,1957,3369,1638,2074,12981,6608,6373,3099,1613,1896,2852,1514,2007,65,32,33,24,0,8,23,6,4,512,246,266,193,40,13,207,41,18,35,16,19,14,2,0,7,7,5,222,116,106,84,16,16,73,17,16,565,281,284,188,69,24,207,53,24,7204,3480,3914,6198,3226,3792,48,0,16,28,4,0,386,80,26,168,32,32,376,138,48,"26"
"26055",95238,46852,48386,27928,9713,9211,26699,10497,11190,85543,41849,43694,24017,8989,8843,23112,9791,10791,583,371,212,276,61,34,170,19,23,878,450,428,326,81,43,290,74,64,813,403,410,324,48,31,310,70,30,3010,1500,1510,1216,186,98,1206,195,109,4411,2279,2132,1769,348,162,1611,348,173,55856,19426,18422,48034,17978,17686,552,122,68,648,96,62,652,162,86,2432,372,196,3538,696,324,"26"
"26057",41761,22689,19072,14870,4352,3467,11130,3808,4134,34812,18017,16795,10998,3790,3229,9370,3492,3933,2195,2072,123,1740,283,49,107,3,13,156,86,70,60,13,13,45,18,7,161,88,73,79,6,3,45,21,7,3153,1829,1324,1513,198,118,1064,159,101,1284,597,687,480,62,55,499,115,73,29740,8704,6934,21996,7580,6458,3480,566,98,158,12,6,120,26,26,3026,396,236,960,124,110,"26"
"26059",45746,22828,22918,13591,4793,4444,13177,4813,4928,42145,21054,21091,12271,4531,4252,11855,4525,4711,196,101,95,72,21,8,63,10,22,143,80,63,40,30,10,36,19,8,176,75,101,59,6,10,74,19,8,1172,598,574,515,48,35,456,59,59,1914,920,994,634,157,129,693,181,120,27182,9586,8888,24542,9062,8504,144,42,16,118,12,20,80,60,20,1030,96,70,1268,314,258,"26"
"26061",37361,19971,17390,13628,3119,3224,10796,3039,3555,33854,18017,15837,11949,2961,3107,9549,2843,3445,280,184,96,178,4,2,86,5,5,159,86,73,67,7,12,56,10,7,855,483,372,433,33,17,281,44,47,669,382,287,345,25,12,251,29,7,1544,819,725,656,89,74,573,108,44,27256,6238,6448,23898,5922,6214,356,8,4,866,66,34,134,14,24,690,50,24,1312,178,148,"26"
"26063",31407,15625,15782,8093,3658,3874,7788,3648,4346,29508,14643,14865,7355,3510,3778,7096,3507,4262,77,39,38,31,4,4,33,5,0,77,39,38,26,6,7,27,5,6,150,56,94,39,15,2,61,13,20,840,446,394,340,69,37,307,59,28,755,402,353,302,54,46,264,59,30,16186,7316,7748,14710,7020,7556,62,8,8,78,30,4,52,12,14,680,138,74,604,108,92,"26"
"26065",284900,139474,145426,98258,22968,18248,97443,24756,23227,191551,93465,98086,61390,17056,15019,60446,18474,19166,34446,17048,17398,12975,2557,1516,12766,2695,1937,953,474,479,298,123,53,317,103,59,16424,8051,8373,6741,835,475,6778,963,632,24422,12053,12369,9735,1579,739,9935,1566,868,17104,8383,8721,7119,818,446,7201,955,565,196516,45936,36496,122780,34112,30038,25950,5114,3032,13482,1670,950,596,246,106,19470,3158,1478,14238,1636,892,"26"
"19015",26715,13399,13316,8227,2711,2461,7580,2814,2922,24720,12359,12361,7342,2598,2419,6839,2681,2841,289,180,109,160,19,1,88,18,3,51,23,28,17,6,0,17,6,5,100,37,63,27,8,2,35,16,12,709,389,320,344,28,17,256,37,27,846,411,435,337,52,22,345,56,34,16454,5422,4922,14684,5196,4838,320,38,2,54,16,4,34,12,0,688,56,34,674,104,44,"19"
"19017",24988,12318,12670,7831,2205,2282,7610,2269,2791,23403,11513,11890,7150,2114,2249,6959,2174,2757,239,142,97,133,7,2,88,4,5,26,10,16,2,8,0,16,0,0,196,79,117,64,12,3,100,15,2,511,252,259,211,34,7,234,18,7,613,322,291,271,30,21,213,58,20,15662,4410,4564,14300,4228,4498,266,14,4,128,24,6,4,16,0,422,68,14,542,60,42,"19"
"19019",20565,10223,10342,6424,2003,1796,6168,2108,2066,19565,9689,9876,6016,1927,1746,5804,2038,2034,70,52,18,39,12,1,15,3,0,18,12,6,6,6,0,4,2,0,52,23,29,11,4,8,25,1,3,338,172,166,142,17,13,135,21,10,522,275,247,210,37,28,185,43,19,12848,4006,3592,12032,3854,3492,78,24,2,22,8,16,12,12,0,284,34,26,420,74,56,"19"
"19021",20823,10524,10299,7028,1936,1560,6653,1838,1808,11377,5692,5685,3022,1269,1401,2808,1256,1621,560,328,232,279,35,14,193,29,10,29,16,13,9,5,2,12,1,0,1889,961,928,738,167,56,732,131,65,5925,2996,2929,2507,426,63,2464,373,92,1043,531,512,473,34,24,444,48,20,14056,3872,3120,6044,2538,2802,558,70,28,1476,334,112,18,10,4,5014,852,126,946,68,48,"19"
"19023",14334,7113,7221,4029,1459,1625,3897,1467,1857,13751,6825,6926,3804,1410,1611,3685,1424,1817,26,15,11,7,3,5,7,0,4,16,5,11,1,4,0,6,1,4,28,8,20,5,3,0,17,3,0,183,96,87,85,11,0,69,9,9,330,164,166,127,28,9,113,30,23,8058,2918,3250,7608,2820,3222,14,6,10,10,6,0,2,8,0,170,22,0,254,56,18,"19"
"19025",9927,5192,4735,3040,1083,1069,2488,1023,1224,9261,4777,4484,2686,1045,1046,2307,988,1189,151,130,21,120,5,5,15,0,6,22,14,8,2,8,4,2,4,2,24,18,6,17,1,0,4,0,2,236,133,103,120,8,5,84,10,9,233,120,113,95,16,9,76,21,16,6080,2166,2138,5372,2090,2092,240,10,10,34,2,0,4,16,8,240,16,10,190,32,18,"19"
"19027",20760,10269,10491,6105,2193,1971,5864,2132,2495,19409,9574,9835,5511,2121,1942,5297,2064,2474,262,136,126,113,17,6,122,4,0,19,7,12,1,6,0,6,1,5,75,42,33,36,6,0,24,7,2,594,320,274,285,19,16,250,19,5,401,190,211,159,24,7,165,37,9,12210,4386,3942,11022,4242,3884,226,34,12,72,12,0,2,12,0,570,38,32,318,48,14,"19"
"19029",13127,6415,6712,3637,1387,1391,3546,1393,1773,12317,6012,6305,3290,1352,1370,3227,1327,1751,28,14,14,14,0,0,6,7,1,17,5,12,1,2,2,9,1,2,35,8,27,8,0,0,17,9,1,306,165,141,147,14,4,120,16,5,424,211,213,177,19,15,167,33,13,7274,2774,2782,6580,2704,2740,28,0,0,16,0,0,2,4,4,294,28,8,354,38,30,"19"
"19031",18505,9190,9315,5438,1992,1760,5230,2048,2037,17334,8615,8719,4978,1917,1720,4769,1967,1983,79,47,32,31,9,7,26,5,1,40,18,22,8,2,8,22,0,0,61,11,50,8,1,2,27,16,7,462,244,218,222,13,9,182,22,14,529,255,274,191,50,14,204,38,32,10876,3984,3520,9956,3834,3440,62,18,14,16,2,4,16,4,16,444,26,18,382,100,28,"19"
"19033",43127,21034,22093,12132,4465,4437,11765,4723,5605,37819,18286,19533,9905,4127,4254,9776,4369,5388,848,453,395,385,48,20,317,51,27,96,51,45,41,8,2,19,12,14,535,259,276,183,54,22,177,65,34,2243,1176,1067,969,134,73,878,120,69,1586,809,777,649,94,66,598,106,73,24264,8930,8874,19810,8254,8508,770,96,40,366,108,44,82,16,4,1938,268,146,1298,188,132,"19"
"19035",11658,5829,5829,3220,1247,1362,3052,1217,1560,10668,5332,5336,2803,1192,1337,2630,1174,1532,84,51,33,37,14,0,29,0,4,24,16,8,10,0,6,6,0,2,57,21,36,17,4,0,26,10,0,530,275,255,241,22,12,233,14,8,295,134,161,112,15,7,128,19,14,6440,2494,2724,5606,2384,2674,74,28,0,34,8,0,20,0,12,482,44,24,224,30,14,"19"
"19037",12012,6034,5978,3478,1344,1212,3286,1285,1407,11173,5556,5617,3058,1307,1191,3002,1230,1385,75,43,32,37,1,5,26,3,3,7,3,4,3,0,0,4,0,0,28,11,17,8,3,0,8,7,2,481,291,190,266,17,8,143,33,14,248,130,118,106,16,8,103,12,3,6956,2688,2424,6116,2614,2382,74,2,10,16,6,0,6,0,0,532,34,16,212,32,16,"19"
"19039",9748,4910,4838,3022,979,909,2858,953,1027,7837,3948,3889,2252,836,860,2067,842,980,43,14,29,14,0,0,28,1,0,7,1,6,1,0,0,4,0,2,81,42,39,28,7,7,31,1,7,1534,778,756,629,115,34,632,93,31,246,127,119,98,21,8,96,16,7,6044,1958,1818,4504,1672,1720,28,0,0,56,14,14,2,0,0,1258,230,68,196,42,16,"19"
"19041",16384,8078,8306,4794,1646,1638,4685,1648,1973,15025,7347,7678,4214,1548,1585,4160,1578,1940,99,63,36,47,3,13,27,7,2,37,11,26,4,7,0,22,4,0,105,48,57,35,6,7,35,18,4,704,374,330,318,43,13,290,28,12,414,235,179,176,39,20,151,13,15,9588,3292,3276,8428,3096,3170,94,6,26,70,12,14,8,14,0,636,86,26,352,78,40,"19"
"19043",17043,8638,8405,4752,1912,1974,4349,1902,2154,16111,8140,7971,4342,1857,1941,4020,1837,2114,158,79,79,68,6,5,58,11,10,34,19,15,10,1,8,9,6,0,47,16,31,13,2,1,18,5,8,343,191,152,171,12,8,128,11,13,350,193,157,148,34,11,116,32,9,9504,3824,3948,8684,3714,3882,136,12,10,26,4,2,20,2,16,342,24,16,296,68,22,"19"
"19045",46460,22833,23627,13627,4947,4259,13437,5039,5151,41226,20259,20967,11585,4585,4089,11316,4672,4979,1392,740,652,571,121,48,522,87,43,103,50,53,31,19,0,32,6,15,252,101,151,74,14,13,106,30,15,1539,766,773,620,109,37,671,72,30,1948,917,1031,746,99,72,790,172,69,27254,9894,8518,23170,9170,8178,1142,242,96,148,28,26,62,38,0,1240,218,74,1492,198,144,"19"
"19047",16525,8348,8177,5316,1641,1391,5089,1512,1576,10625,5315,5310,2648,1355,1312,2597,1233,1480,383,208,175,191,13,4,133,30,12,31,17,14,11,6,0,7,7,0,303,139,164,123,9,7,121,25,18,4912,2525,2387,2221,251,53,2131,193,63,271,144,127,122,7,15,100,24,3,10632,3282,2782,5296,2710,2624,382,26,8,246,18,14,22,12,0,4442,502,106,244,14,30,"19"
"19049",99678,49009,50669,35764,7756,5489,35600,8134,6935,81708,40038,41670,27988,6875,5175,27929,7197,6544,2657,1353,1304,1178,149,26,1127,129,48,137,80,57,56,15,9,41,10,6,4987,2467,2520,2194,196,77,2223,187,110,6515,3292,3223,2824,363,105,2725,379,119,3674,1779,1895,1524,158,97,1555,232,108,71528,15512,10978,55976,13750,10350,2356,298,52,4388,392,154,112,30,18,5648,726,210,3048,316,194,"19"
"19051",9110,4512,4598,2946,827,739,2927,797,874,8735,4317,4418,2791,814,712,2791,771,856,8,8,0,8,0,0,0,0,0,11,7,4,1,0,6,1,0,3,15,4,11,4,0,0,11,0,0,144,73,71,66,4,3,59,4,8,197,103,94,76,9,18,65,22,7,5892,1654,1478,5582,1628,1424,16,0,0,8,0,0,2,0,12,132,8,6,152,18,36,"19"
"19053",7645,3826,3819,2351,714,761,2263,713,843,7010,3497,3513,2089,665,743,2040,661,812,97,52,45,45,7,0,37,4,4,17,10,7,8,2,0,5,0,2,39,20,19,16,0,4,14,2,3,211,110,101,99,6,5,75,25,1,271,137,134,94,34,9,92,21,21,4702,1428,1522,4178,1330,1486,90,14,0,32,0,8,16,4,0,198,12,10,188,68,18,"19"
"19055",17488,8820,8668,5135,2019,1666,4819,1937,1912,16706,8442,8264,4836,1966,1640,4516,1886,1862,122,67,55,50,14,3,40,6,9,24,11,13,11,0,0,11,1,1,39,13,26,8,1,4,17,8,1,244,124,120,97,17,10,88,20,12,353,163,190,133,21,9,147,16,27,10270,4038,3332,9672,3932,3280,100,28,6,16,2,8,22,0,0,194,34,20,266,42,18,"19"
"19057",38910,19086,19824,11304,3966,3816,11112,4075,4637,32753,15947,16806,8802,3541,3604,8708,3726,4372,2501,1314,1187,1026,191,97,963,131,93,67,29,38,22,7,0,27,1,10,398,186,212,135,27,24,140,53,19,1245,614,631,520,73,21,527,51,53,1946,996,950,799,127,70,747,113,90,22608,7932,7632,17604,7082,7208,2052,382,194,270,54,48,44,14,0,1040,146,42,1598,254,140,"19"
"19059",17703,8738,8965,4649,1845,2244,4417,1915,2633,16709,8280,8429,4259,1806,2215,4014,1848,2567,76,52,24,48,3,1,22,0,2,14,7,7,1,4,2,3,4,0,80,20,60,19,0,1,44,11,5,406,195,211,170,15,10,170,24,17,418,184,234,152,17,15,164,28,42,9298,3690,4488,8518,3612,4430,96,6,2,38,0,2,2,8,4,340,30,20,304,34,30,"19"
"19061",99266,49280,49986,31449,9490,8341,29999,9557,10430,87349,43152,44197,26114,8957,8081,25038,9002,10157,4035,2111,1924,1907,153,51,1731,141,52,131,50,81,36,12,2,52,23,6,1018,499,519,392,73,34,387,84,48,2977,1524,1453,1311,135,78,1258,105,90,3756,1944,1812,1689,160,95,1533,202,77,62898,18980,16682,52228,17914,16162,3814,306,102,784,146,68,72,24,4,2622,270,156,3378,320,190,"19"
"19063",9388,4751,4637,2846,906,999,2527,924,1186,8134,4074,4060,2259,844,971,2027,875,1158,89,53,36,41,6,6,36,0,0,31,22,9,22,0,0,9,0,0,32,19,13,17,0,2,10,1,2,887,455,432,410,34,11,370,45,17,215,128,87,97,22,9,75,3,9,5692,1812,1998,4518,1688,1942,82,12,12,34,0,4,44,0,0,820,68,22,194,44,18,"19"
"19065",19509,9905,9604,5762,2139,2004,5159,1999,2446,18053,9118,8935,5097,2048,1973,4676,1883,2376,200,134,66,108,22,4,34,21,11,40,20,20,17,3,0,14,4,2,78,33,45,33,0,0,28,16,1,520,287,233,252,29,6,165,35,33,618,313,305,255,37,21,242,40,23,11524,4278,4008,10194,4096,3946,216,44,8,66,0,0,34,6,0,504,58,12,510,74,42,"19"
"19067",15627,7750,7877,4582,1586,1582,4338,1640,1899,13907,6884,7023,3863,1488,1533,3674,1509,1840,415,197,218,170,23,4,183,26,9,29,9,20,8,1,0,18,1,1,293,157,136,118,25,14,89,28,19,550,295,255,252,27,16,212,32,11,433,208,225,171,22,15,162,44,19,9164,3172,3164,7726,2976,3066,340,46,8,236,50,28,16,2,0,504,54,32,342,44,30,"19"
"19069",10019,5066,4953,3037,979,1050,2754,1036,1163,8034,4016,4018,2153,874,989,1986,921,1111,32,19,13,13,4,2,12,1,0,18,5,13,2,0,3,10,3,0,49,23,26,18,4,1,21,2,3,1634,880,754,761,83,36,628,83,43,252,123,129,90,14,19,97,26,6,6074,1958,2100,4306,1748,1978,26,8,4,36,8,2,4,0,6,1522,166,72,180,28,38,"19"
"19071",6605,3325,3280,1878,721,726,1747,725,808,6145,3106,3039,1719,686,701,1596,683,760,10,4,6,3,0,1,6,0,0,19,10,9,9,0,1,2,7,0,8,1,7,1,0,0,3,1,3,190,75,115,55,7,13,74,8,33,233,129,104,91,28,10,66,26,12,3756,1442,1452,3438,1372,1402,6,0,2,2,0,0,18,0,2,110,14,26,182,56,20,"19"
"19073",8771,4311,4460,2449,915,947,2379,949,1132,8188,4024,4164,2197,887,940,2163,916,1085,22,14,8,13,0,1,8,0,0,15,2,13,2,0,0,6,6,1,48,15,33,15,0,0,15,0,18,256,128,128,113,9,6,102,8,18,242,128,114,109,19,0,85,19,10,4898,1830,1894,4394,1774,1880,26,0,2,30,0,0,4,0,0,226,18,12,218,38,0,"19"
"19075",12329,6044,6285,3604,1229,1211,3547,1289,1449,11791,5814,5977,3421,1200,1193,3309,1230,1438,43,17,26,17,0,0,26,0,0,10,3,7,3,0,0,6,0,1,24,8,16,3,4,1,10,6,0,145,80,65,65,9,6,57,7,1,316,122,194,95,16,11,139,46,9,7208,2458,2422,6842,2400,2386,34,0,0,6,8,2,6,0,0,130,18,12,190,32,22,"19"
"19077",10623,5287,5336,2929,1175,1183,2786,1210,1340,9960,4966,4994,2674,1139,1153,2519,1166,1309,27,21,6,21,0,0,6,0,0,21,9,12,8,0,1,6,6,0,37,12,25,11,0,1,22,2,1,274,143,131,114,18,11,113,7,11,304,136,168,101,18,17,120,29,19,5858,2350,2366,5348,2278,2306,42,0,0,22,0,2,16,0,2,228,36,22,202,36,34,"19"
"19079",15039,7606,7433,4550,1610,1446,4160,1541,1732,12702,6412,6290,3556,1461,1395,3229,1411,1650,88,56,32,46,7,3,24,7,1,25,24,1,15,8,1,0,1,0,314,149,165,97,35,17,131,18,16,1465,770,695,677,76,17,599,67,29,445,195,250,159,23,13,177,37,36,9100,3220,2892,7112,2922,2790,92,14,6,194,70,34,30,16,2,1354,152,34,318,46,26,"19"
"19081",10795,5419,5376,3076,1127,1216,2848,1139,1389,9813,4924,4889,2654,1076,1194,2480,1064,1345,76,34,42,28,6,0,37,1,4,22,8,14,6,1,1,7,7,0,25,13,12,11,2,0,8,3,1,614,315,299,282,22,11,240,36,23,245,125,120,95,20,10,76,28,16,6152,2254,2432,5308,2152,2388,56,12,0,22,4,0,12,2,2,564,44,22,190,40,20,"19"
"19083",16878,8439,8439,4992,1705,1742,4586,1671,2182,15292,7551,7741,4243,1598,1710,3988,1609,2144,144,108,36,96,10,2,34,1,1,25,9,16,5,3,1,12,2,2,86,41,45,33,1,7,34,4,7,818,450,368,381,58,11,333,18,17,513,280,233,234,35,11,185,37,11,9984,3410,3484,8486,3196,3420,192,20,4,66,2,14,10,6,2,762,116,22,468,70,22,"19"
"19085",14582,7349,7233,4326,1617,1406,4035,1581,1617,13818,6972,6846,4026,1563,1383,3728,1523,1595,27,16,11,15,1,0,10,0,1,25,13,12,7,4,2,7,5,0,49,18,31,16,1,1,21,5,5,293,138,155,121,12,5,136,13,6,370,192,178,141,36,15,133,35,10,8652,3234,2812,8052,3126,2766,30,2,0,32,2,2,14,8,4,242,24,10,282,72,30,"19"
"48471",76400,44345,32055,30033,9027,5285,21274,5314,5467,39823,21961,17862,13188,4859,3914,10119,3472,4271,16382,10188,6194,7352,2137,699,4634,888,672,251,114,137,65,35,14,101,31,5,1126,581,545,472,69,40,448,66,31,16578,10418,6160,8165,1749,504,5134,654,372,2240,1083,1157,791,178,114,838,203,116,60066,18054,10570,26376,9718,7828,14704,4274,1398,944,138,80,130,70,28,16330,3498,1008,1582,356,228,"48"
"48465",47586,23752,23834,16645,3804,3303,15623,4154,4057,7836,4659,3177,3038,767,854,1809,569,799,538,301,237,207,42,52,141,45,51,57,38,19,25,4,9,18,1,0,351,170,181,141,24,5,127,19,35,38207,18289,19918,13029,2910,2350,13344,3443,3131,597,295,302,205,57,33,184,77,41,33290,7608,6606,6076,1534,1708,414,84,104,282,48,10,50,8,18,26058,5820,4700,410,114,66,"48"
"48467",59541,29336,30205,17294,6088,5954,17088,6457,6660,47986,23486,24500,12989,5148,5349,12940,5488,6072,1517,770,747,486,166,118,434,166,147,328,146,182,90,42,14,101,56,25,272,117,155,90,18,9,104,35,16,7071,3640,3431,2861,484,295,2742,462,227,2367,1177,1190,778,230,169,767,250,173,34588,12176,11908,25978,10296,10698,972,332,236,180,36,18,180,84,28,5722,968,590,1556,460,338,"48"
"48469",91319,44628,46691,29340,8195,7093,29158,8783,8750,39330,19115,20215,10637,4111,4367,10359,4461,5395,5230,2609,2621,1722,507,380,1614,527,480,214,95,119,55,32,8,88,13,18,1391,676,715,493,138,45,521,118,76,42931,21103,21828,15677,3217,2209,15711,3485,2632,2223,1030,1193,756,190,84,865,179,149,58680,16390,14186,21274,8222,8734,3444,1014,760,986,276,90,110,64,16,31354,6434,4418,1512,380,168,"48"
"48473",56794,27229,29565,18740,4947,3542,20737,5052,3776,23494,11647,11847,6515,2787,2345,6398,2922,2527,12104,5041,7063,3862,689,490,5791,708,564,210,118,92,64,39,15,50,17,25,785,349,436,260,45,44,316,68,52,18486,9278,9208,7456,1245,577,7489,1197,522,1715,796,919,583,142,71,693,140,86,37480,9894,7084,13030,5574,4690,7724,1378,980,520,90,88,128,78,30,14912,2490,1154,1166,284,142,"48"
"48475",11644,5925,5719,4082,1111,732,3780,1050,889,4506,2238,2268,1347,512,379,1273,498,497,415,219,196,139,53,27,143,25,28,41,24,17,15,7,2,13,3,1,69,29,40,22,4,3,26,4,10,6325,3237,3088,2431,501,305,2253,500,335,288,178,110,128,34,16,72,20,18,8164,2222,1464,2694,1024,758,278,106,54,44,8,6,30,14,4,4862,1002,610,256,68,32,"48"
"48477",35805,17605,18200,10542,3445,3618,10109,3621,4470,22023,10686,11337,5202,2436,3048,5091,2535,3711,5555,2678,2877,1912,453,313,1896,515,466,75,33,42,22,7,4,20,9,13,547,259,288,179,59,21,176,60,52,6425,3328,3097,2782,386,160,2524,394,179,1180,621,559,445,104,72,402,108,49,21084,6890,7236,10404,4872,6096,3824,906,626,358,118,42,44,14,8,5564,772,320,890,208,144,"48"
