"FIPS","AllRace_Total","AllRace_Male","AllRace_Female","AllRace_Male_50-","AllRace_Male_50-65","AllRace_Male_65+","AllRace_Female_50-","AllRace_Female_50-65","AllRace_Female_65+","W_Total","W_Male","W_Female","W_Male_50-","W_Male_50-65","W_Male_65+","W_Female_50-","W_Female_50-65","W_Female_65+","B_Total","B_Male","B_Female","B_Male_50-","B_Male_50-65","B_Male_65+","B_Female_50-","B_Female_50-65","B_Female_65+","I_Total","I_Male","I_Female","I_Male_50-","I_Male_50-65","I_Male_65+","I_Female_50-","I_Female_50-65","I_Female_65+","A_Total","A_Male","A_Female","A_Male_50-","A_Male_50-65","A_Male_65+","A_Female_50-","A_Female_50-65","A_Female_65+","H_Total","H_Male","H_Female","H_Male_50-","H_Male_50-65","H_Male_65+","H_Female_50-","H_Female_50-65","H_Female_65+","O_Total","O_Male","O_Female","O_Male_50-","O_Male_50-65","O_Male_65+","O_Female_50-","O_Female_50-65","O_Female_65+","AllRace_50-","AllRace_50-65","AllRace_65+","W_50-","W_50-65","W_65+","B_50-","B_50-65","B_65+","A_50-","A_50-65","A_65+","I_50-","I_50-65","I_65+","H_50-","H_50-65","H_65+","O_50-","O_50-65","O_65+","state"
"55049",23709,11919,11790,6877,2762,2280,6541,2774,2475,22203,11115,11088,6246,2639,2230,6021,2663,2404,114,74,40,66,8,0,29,8,3,26,15,11,12,1,2,8,2,1,178,79,99,57,16,6,68,18,13,455,245,210,191,41,13,160,29,21,733,391,342,305,57,29,255,54,33,13754,5524,4560,12492,5278,4460,132,16,0,114,32,12,24,2,4,382,82,26,610,114,58,"55"
"55051",6137,3124,3013,1288,865,971,1228,801,984,5809,2974,2835,1179,852,943,1101,774,960,11,4,7,4,0,0,7,0,0,63,30,33,18,0,12,21,6,6,13,6,7,6,0,0,3,0,4,72,41,31,35,3,3,30,0,1,169,69,100,46,10,13,66,21,13,2576,1730,1942,2358,1704,1886,8,0,0,12,0,0,36,0,24,70,6,6,92,20,26,"55"
"55053",21145,11219,9926,6724,2442,2053,5660,2147,2119,17939,9382,8557,5239,2194,1949,4643,1955,1959,440,402,38,323,68,11,30,2,6,1319,661,658,531,82,48,446,112,100,73,51,22,34,9,8,15,7,0,678,412,266,337,55,20,225,25,16,696,311,385,260,34,17,301,46,38,13448,4884,4106,10478,4388,3898,646,136,22,68,18,16,1062,164,96,674,110,40,520,68,34,"55"
"55055",84900,42684,42216,26599,9014,7071,25071,9044,8101,73325,36703,36622,21629,8299,6775,20529,8347,7746,864,513,351,436,58,19,288,30,33,206,101,105,68,22,11,58,30,17,646,311,335,237,30,44,259,52,24,7068,3645,3423,3143,383,119,2925,349,149,2791,1411,1380,1086,222,103,1012,236,132,53198,18028,14142,43258,16598,13550,872,116,38,474,60,88,136,44,22,6286,766,238,2172,444,206,"55"
"55057",26718,14214,12504,8026,3410,2778,6724,2904,2876,24008,12562,11446,6812,3076,2674,5958,2734,2754,548,498,50,357,124,17,36,6,8,355,202,153,136,55,11,104,26,23,147,67,80,51,15,1,43,22,15,727,424,303,325,61,38,257,26,20,933,461,472,345,79,37,326,90,56,16052,6820,5556,13624,6152,5348,714,248,34,102,30,2,272,110,22,650,122,76,690,158,74,"55"
"55059",169151,83422,85729,54053,17779,11590,53337,18269,14123,121936,60031,61905,35121,14578,10332,34340,15008,12557,11480,5648,5832,4319,933,396,4411,965,456,371,183,188,105,55,23,92,58,38,2793,1285,1508,885,251,149,1006,313,189,24546,12368,12178,10434,1506,428,10200,1338,640,8025,3907,4118,3189,456,262,3288,587,243,108106,35558,23180,70242,29156,20664,8638,1866,792,1770,502,298,210,110,46,20868,3012,856,6378,912,524,"55"
"55061",20563,10415,10148,6046,2349,2020,5673,2250,2225,18992,9581,9411,5371,2242,1968,5061,2162,2188,57,27,30,24,0,3,20,6,4,55,16,39,13,0,3,32,7,0,64,25,39,21,3,1,37,2,0,834,461,373,387,54,20,314,45,14,561,305,256,230,50,25,209,28,19,12092,4698,4040,10742,4484,3936,48,0,6,42,6,2,26,0,6,774,108,40,460,100,50,"55"
"55063",120784,59200,61584,38896,10786,9518,38735,11264,11585,105307,51320,53987,32198,9990,9132,32365,10482,11140,1927,1127,800,899,163,65,686,68,46,440,223,217,184,25,14,150,40,27,5599,2751,2848,2389,263,99,2404,293,151,3051,1554,1497,1336,135,83,1317,117,63,4460,2225,2235,1890,210,125,1813,264,158,77792,21572,19036,64396,19980,18264,1798,326,130,4778,526,198,368,50,28,2672,270,166,3780,420,250,"55"
"55065",16611,8433,8178,5084,1799,1550,4832,1782,1564,15081,7633,7448,4390,1711,1532,4234,1677,1537,27,13,14,10,1,2,11,3,0,20,11,9,5,6,0,7,2,0,36,12,24,11,1,0,11,13,0,1089,597,492,535,61,1,431,42,19,358,167,191,133,19,15,138,45,8,10168,3598,3100,8780,3422,3064,20,2,4,22,2,0,10,12,0,1070,122,2,266,38,30,"55"
"55067",19491,9826,9665,5118,2380,2328,4748,2339,2578,17960,9032,8928,4532,2265,2235,4170,2252,2506,105,50,55,41,9,0,50,0,5,235,145,90,97,19,29,64,15,11,67,18,49,10,2,6,40,5,4,459,248,211,197,29,22,180,18,13,665,333,332,241,56,36,244,49,39,10236,4760,4656,9064,4530,4470,82,18,0,20,4,12,194,38,58,394,58,44,482,112,72,"55"
"55069",28415,14242,14173,7433,3625,3184,7181,3462,3530,26734,13397,13337,6766,3516,3115,6533,3352,3452,148,94,54,90,4,0,36,8,10,108,52,56,34,4,14,45,6,5,117,55,62,41,2,12,54,2,6,529,277,252,222,43,12,219,20,13,779,367,412,280,56,31,294,74,44,14866,7250,6368,13532,7032,6230,180,8,0,82,4,24,68,8,28,444,86,24,560,112,62,"55"
"55071",81359,40966,40393,23380,9508,8078,21767,9280,9346,70951,35603,35348,18898,8843,7862,17664,8652,9032,1027,578,449,471,85,22,383,28,38,371,175,196,108,47,20,138,34,24,2247,1140,1107,978,119,43,865,149,93,4050,2177,1873,1905,217,55,1617,190,66,2713,1293,1420,1020,197,76,1100,227,93,46760,19016,16156,37796,17686,15724,942,170,44,1956,238,86,216,94,40,3810,434,110,2040,394,152,"55"
"55073",138013,69502,68511,43022,14678,11802,40364,14411,13736,118783,59504,59279,34543,13594,11367,32701,13318,13260,1141,673,468,573,79,21,375,58,35,546,273,273,177,73,23,196,48,29,8431,4289,4142,3693,444,152,3482,464,196,4453,2381,2072,2066,213,102,1838,158,76,4659,2382,2277,1970,275,137,1772,365,140,86044,29356,23604,69086,27188,22734,1146,158,42,7386,888,304,354,146,46,4132,426,204,3940,550,274,"55"
"55075",41872,21275,20597,11050,5104,5121,10269,4912,5416,38754,19744,19010,9904,4877,4963,9096,4652,5262,192,98,94,72,15,11,73,6,15,203,101,102,56,30,15,61,34,7,180,65,115,57,0,8,82,17,16,1079,553,526,460,71,22,407,73,46,1464,714,750,501,111,102,550,130,70,22100,10208,10242,19808,9754,9926,144,30,22,114,0,16,112,60,30,920,142,44,1002,222,204,"55"
"55077",15592,7949,7643,3990,2038,1921,3769,1813,2061,14477,7371,7106,3539,1952,1880,3385,1736,1985,44,26,18,18,8,0,13,2,3,60,37,23,28,6,3,14,3,6,51,25,26,23,0,2,20,4,2,488,250,238,190,44,16,182,35,21,472,240,232,192,28,20,155,33,44,7980,4076,3842,7078,3904,3760,36,16,0,46,0,4,56,12,6,380,88,32,384,56,40,"55"
"55078",4255,2090,2165,1400,399,291,1345,450,370,483,236,247,60,68,108,56,72,119,2,2,0,2,0,0,0,0,0,3549,1747,1802,1260,325,162,1198,360,244,2,2,0,2,0,0,0,0,0,136,69,67,52,3,14,56,9,2,83,34,49,24,3,7,35,9,5,2800,798,582,120,136,216,4,0,0,4,0,0,2520,650,324,104,6,28,48,6,14,"55"
"55079",939489,454392,485097,316090,80167,58135,322801,85878,76418,456520,222378,234142,133452,47415,41511,131242,49078,53822,240416,111083,129333,81846,18833,10404,91688,22577,15068,3878,1778,2100,1225,392,161,1378,437,285,45989,22971,23018,19155,2491,1325,18822,2554,1642,153017,77037,75980,64262,9055,3720,62819,8828,4333,39669,19145,20524,16150,1981,1014,16852,2404,1268,632180,160334,116270,266904,94830,83022,163692,37666,20808,38310,4982,2650,2450,784,322,128524,18110,7440,32300,3962,2028,"55"
"55081",46274,23397,22877,14590,4815,3992,14015,4528,4334,40608,20536,20072,12230,4497,3809,11713,4194,4165,620,371,249,248,79,44,203,34,12,493,227,266,176,36,15,211,33,22,352,130,222,94,25,11,165,37,20,2560,1367,1193,1239,89,39,1031,103,59,1641,766,875,603,89,74,692,127,56,29180,9630,7984,24460,8994,7618,496,158,88,188,50,22,352,72,30,2478,178,78,1206,178,148,"55"
"55083",38965,19996,18969,10779,5006,4211,10004,4799,4166,36170,18533,17637,9659,4758,4116,9059,4538,4040,91,60,31,54,2,4,28,3,0,463,223,240,139,72,12,151,72,17,110,58,52,54,4,0,33,13,6,848,451,397,375,54,22,299,62,36,1283,671,612,498,116,57,434,111,67,21558,10012,8422,19318,9516,8232,108,4,8,108,8,0,278,144,24,750,108,44,996,232,114,"55"
"55085",37845,19145,18700,9124,4844,5177,8474,4757,5469,35264,17790,17474,8120,4642,5028,7565,4531,5378,205,149,56,139,9,1,52,3,1,441,227,214,154,33,40,139,52,23,195,87,108,59,12,16,80,20,8,575,289,286,240,30,19,215,56,15,1165,603,562,412,118,73,423,95,44,18248,9688,10354,16240,9284,10056,278,18,2,118,24,32,308,66,80,480,60,38,824,236,146,"55"
"55087",190705,95145,95560,62280,19393,13472,59377,19753,16430,161879,80405,81474,49975,17647,12783,47846,18080,15548,2929,1645,1284,1363,231,51,1092,134,58,2743,1316,1427,922,257,137,902,318,207,6588,3322,3266,2893,288,141,2713,343,210,9423,4912,4511,4191,531,190,3896,446,169,7143,3545,3598,2936,439,170,2928,432,238,124560,38786,26944,99950,35294,25566,2726,462,102,5786,576,282,1844,514,274,8382,1062,380,5872,878,340,"55"
"24041",37526,17871,19655,9288,3655,4928,9175,4326,6154,28065,13317,14748,6019,2950,4348,5925,3470,5353,4186,1877,2309,1101,389,387,1194,569,546,45,24,21,16,1,7,11,3,7,536,247,289,178,42,27,208,44,37,3352,1696,1656,1422,178,96,1395,135,126,1342,710,632,552,95,63,442,105,85,18576,7310,9856,12038,5900,8696,2202,778,774,356,84,54,32,2,14,2844,356,192,1104,190,126,"24"
"24043",154705,77976,76729,49023,16447,12506,45072,16193,15464,115223,56490,58733,31907,13212,11371,31085,13540,14108,17241,10457,6784,8070,1823,564,4937,1232,615,253,148,105,84,37,27,67,24,14,3083,1448,1635,1038,283,127,1153,298,184,10289,5334,4955,4463,645,226,4145,553,257,8616,4099,4517,3461,447,191,3685,546,286,98046,32894,25012,63814,26424,22742,16140,3646,1128,2076,566,254,168,74,54,8926,1290,452,6922,894,382,"24"
"24045",103588,49558,54030,32281,9368,7909,33491,10542,9997,60340,28863,31477,16936,5996,5931,17307,6732,7438,27586,12875,14711,8956,2440,1479,9960,2752,1999,212,84,128,48,32,4,98,26,4,3120,1525,1595,1038,287,200,1058,334,203,7091,3679,3412,3163,373,143,2897,363,152,5239,2532,2707,2140,240,152,2171,335,201,64562,18736,15818,33872,11992,11862,17912,4880,2958,2076,574,400,96,64,8,6326,746,286,4280,480,304,"24"
"24047",52460,25382,27078,13077,5741,6564,12826,6375,7877,41383,20009,21374,9349,4760,5900,9303,5261,6810,6166,2839,3327,1755,585,499,1814,744,769,87,50,37,26,13,11,20,10,7,739,363,376,269,61,33,243,80,53,2078,1079,999,862,155,62,751,136,112,2007,1042,965,816,167,59,695,144,126,26154,11482,13128,18698,9520,11800,3510,1170,998,538,122,66,52,26,22,1724,310,124,1632,334,118,"24"
"24510",585708,274635,311073,189411,50080,35144,203874,57183,50016,157296,77127,80169,51737,13485,11905,53433,12826,13910,335615,152411,183204,99451,31955,21005,110537,39511,33156,1278,623,655,401,145,77,378,157,120,21020,9751,11269,8458,796,497,9689,930,650,45927,23493,22434,20534,2180,779,19649,1834,951,24572,11230,13342,8830,1519,881,10188,1925,1229,378822,100160,70288,103474,26970,23810,198902,63910,42010,16916,1592,994,802,290,154,41068,4360,1558,17660,3038,1762,"24"
"25001",228996,109365,119631,50838,25728,32799,48915,29762,40954,194561,92353,102208,38272,22881,31200,36702,26640,38866,6409,3344,3065,2386,633,325,2170,575,320,1092,489,603,324,79,86,370,134,99,3183,1439,1744,1037,259,143,1124,352,268,7908,3901,4007,2995,559,347,2884,593,530,15843,7839,8004,5824,1317,698,5665,1468,871,101676,51456,65598,76544,45762,62400,4772,1266,650,2074,518,286,648,158,172,5990,1118,694,11648,2634,1396,"25"
"25003",129026,62772,66254,34111,14364,14297,33810,15249,17195,109263,53097,56166,26669,12891,13537,26133,13755,16278,4064,2198,1866,1587,397,214,1397,287,182,165,77,88,35,27,15,56,14,18,1999,867,1132,642,129,96,835,183,114,7064,3423,3641,2747,481,195,2907,496,238,6471,3110,3361,2431,439,240,2482,514,365,68222,28728,28594,53338,25782,27074,3174,794,428,1284,258,192,70,54,30,5494,962,390,4862,878,480,"25"
"25005",579200,280766,298434,174466,61006,45294,175647,64796,57991,445658,215504,230154,122750,51780,40974,122793,54961,52400,23123,11639,11484,8880,1961,798,8650,1791,1043,938,465,473,302,99,64,303,99,71,13651,6390,7261,4645,1146,599,5296,1238,727,54751,26861,27890,22648,2912,1301,22889,3280,1721,41079,19907,21172,15241,3108,1558,15716,3427,2029,348932,122012,90588,245500,103560,81948,17760,3922,1596,9290,2292,1198,604,198,128,45296,5824,2602,30482,6216,3116,"25"
"25007",20600,10073,10527,5310,2209,2554,5160,2360,3007,16230,7807,8423,3649,1861,2297,3765,1947,2711,795,419,376,218,98,103,164,86,126,202,102,100,79,10,13,51,28,21,184,104,80,54,38,12,52,22,6,534,264,270,199,32,33,179,57,34,2655,1377,1278,1111,170,96,949,220,109,10620,4418,5108,7298,3722,4594,436,196,206,108,76,24,158,20,26,398,64,66,2222,340,192,"25"
"25009",809829,388497,421332,241407,83060,64030,245801,92346,83185,536424,256639,279785,137747,64027,54865,139342,69864,70579,27081,13551,13530,9890,2564,1097,9643,2417,1470,782,418,364,281,98,39,237,79,48,29302,13836,15466,9843,2549,1444,10689,2993,1784,182847,87791,95056,70686,11575,5530,72496,14349,8211,33393,16262,17131,12960,2247,1055,13394,2644,1093,482814,166120,128060,275494,128054,109730,19780,5128,2194,19686,5098,2888,562,196,78,141372,23150,11060,25920,4494,2110,"25"
"25011",71029,34791,36238,19363,7740,7688,18770,8569,8899,61464,29950,31514,15621,7004,7325,15320,7821,8373,963,586,377,426,109,51,266,81,30,121,63,58,48,8,7,34,16,8,1186,585,601,443,92,50,456,90,55,3592,1862,1730,1570,180,112,1373,190,167,3703,1745,1958,1255,347,143,1321,371,266,38726,15480,15376,31242,14008,14650,852,218,102,886,184,100,96,16,14,3140,360,224,2510,694,286,"25"
"25013",465825,224561,241264,141321,46191,37049,143496,50262,47506,278464,135041,143423,72336,32784,29921,71258,34424,37741,35988,17462,18526,12019,3426,2017,11996,3636,2894,659,321,338,165,103,53,193,81,64,12110,5752,6358,4230,954,568,4454,1150,754,121319,57660,63659,46152,7669,3839,48957,9474,5228,17285,8325,8960,6419,1255,651,6638,1497,825,282642,92382,74098,144672,65568,59842,24038,6852,4034,8460,1908,1136,330,206,106,92304,15338,7678,12838,2510,1302,"25"
"25015",162308,75823,86485,47424,14685,13714,52832,16700,16953,127578,59839,67739,34260,12908,12671,37350,14636,15753,4360,1985,2375,1532,251,202,1919,281,175,205,109,96,56,28,25,58,21,17,10740,4896,5844,4229,433,234,5035,528,281,11622,5341,6281,4456,588,297,5280,610,391,7803,3653,4150,2891,477,285,3190,624,336,94848,29370,27428,68520,25816,25342,3064,502,404,8458,866,468,112,56,50,8912,1176,594,5782,954,570,"25"
"25017",1632002,797539,834463,527094,155330,115115,521564,164917,147982,1085919,529856,556063,314917,118138,96801,307552,123894,124617,80996,39200,41796,29264,6471,3465,29509,7271,5016,1414,753,661,518,128,107,414,135,112,209632,101252,108380,77985,14806,8461,82121,16308,9951,143245,71235,72010,58749,8728,3758,57058,9758,5194,110796,55243,55553,45661,7059,2523,44910,7551,3092,1054188,310660,230230,629834,236276,193602,58528,12942,6930,155970,29612,16922,1036,256,214,117498,17456,7516,91322,14118,5046,"25"
"25019",14255,7270,6985,4701,1491,1078,4308,1488,1189,9889,4896,4993,2770,1158,968,2704,1208,1081,1006,523,483,373,123,27,332,121,30,19,14,5,8,4,2,5,0,0,263,136,127,102,22,12,102,15,10,2312,1294,1018,1122,119,53,882,93,43,766,407,359,326,65,16,283,51,25,9402,2982,2156,5540,2316,1936,746,246,54,204,44,24,16,8,4,2244,238,106,652,130,32,"25"
"25021",725981,348429,377552,218249,74499,55681,224308,80774,72470,512421,246778,265643,141235,58594,46949,142492,62193,60958,49311,23523,25788,16868,4285,2370,17231,5162,3395,701,380,321,236,93,51,199,61,61,88240,41607,46633,30308,7007,4292,33415,8048,5170,38110,18214,19896,14888,2250,1076,15509,2768,1619,37198,17927,19271,14714,2270,943,15462,2542,1267,436498,148998,111362,282470,117188,93898,33736,8570,4740,60616,14014,8584,472,186,102,29776,4500,2152,29428,4540,1886,"25"
"25023",530819,257336,273483,154376,57458,45502,153673,62454,57356,406919,197244,209675,108961,47751,40532,107557,51620,50498,43482,21225,22257,15422,3740,2063,15361,4027,2869,796,367,429,218,102,47,270,115,44,7693,3293,4400,2159,690,444,2913,928,559,23952,11921,12031,9485,1696,740,9352,1706,973,47977,23286,24691,18131,3479,1676,18220,4058,2413,308752,114916,91004,217922,95502,81064,30844,7480,4126,4318,1380,888,436,204,94,18970,3392,1480,36262,6958,3352,"25"
"25025",797936,379638,418298,279294,57390,42954,296905,63615,57778,352900,171109,181791,119991,27284,23834,125801,26436,29554,135255,61992,73263,42525,11460,8007,46532,14408,12323,1147,538,609,308,125,105,393,112,104,80607,38198,42409,29585,4505,4108,31609,5329,5471,178527,84758,93769,68338,11133,5287,72002,13836,7931,49500,23043,26457,18547,2883,1613,20568,3494,2395,558588,114780,85908,239982,54568,47668,85050,22920,16014,59170,9010,8216,616,250,210,136676,22266,10574,37094,5766,3226,"25"
"25027",862111,424842,437269,269515,91583,63744,265486,93959,77824,611207,300635,310572,170733,73702,56200,166998,75091,68483,44222,22541,21681,17299,3758,1484,16503,3470,1708,1146,603,543,361,159,83,352,146,45,46110,22429,23681,17096,3600,1733,17744,3848,2089,111902,55176,56726,45084,7080,3012,44961,7787,3978,47524,23458,24066,18942,3284,1232,18928,3617,1521,539030,183166,127488,341466,147404,112400,34598,7516,2968,34192,7200,3466,722,318,166,90168,14160,6024,37884,6568,2464,"25"
"26001",10167,5158,5009,1922,1402,1834,1885,1322,1802,9593,4866,4727,1734,1330,1802,1707,1245,1775,23,11,12,9,1,1,11,0,1,57,37,20,12,19,6,11,6,3,14,6,8,3,0,3,2,1,5,122,55,67,47,4,4,50,11,6,358,183,175,117,48,18,104,59,12,3844,2804,3668,3468,2660,3604,18,2,2,6,0,6,24,38,12,94,8,8,234,96,36,"26"
"55115",40881,20634,20247,11553,4804,4277,10957,4613,4677,34404,17404,17000,9115,4300,3989,8559,4079,4362,117,74,43,65,5,4,33,2,8,3309,1636,1673,1149,321,166,1154,338,181,165,82,83,60,8,14,46,26,11,1176,615,561,521,75,19,485,47,29,1710,823,887,643,95,85,680,121,86,23106,9608,8554,18230,8600,7978,130,10,8,120,16,28,2298,642,332,1042,150,38,1286,190,170,"55"
"55117",118034,59321,58713,36257,12918,10146,34038,12575,12100,95837,47742,48095,26353,11713,9676,25108,11432,11555,2434,1529,905,1348,144,37,792,93,20,362,190,172,133,40,17,109,56,7,6875,3491,3384,3059,296,136,2856,340,188,8662,4465,4197,3833,466,166,3571,400,226,3864,1904,1960,1531,259,114,1602,254,104,72514,25836,20292,52706,23426,19352,2696,288,74,6118,592,272,266,80,34,7666,932,332,3062,518,228,"55"
"55119",19913,10091,9822,5892,2329,1870,5634,2209,1979,18713,9467,9246,5392,2230,1845,5206,2112,1928,64,47,17,41,6,0,14,3,0,39,22,17,19,3,0,10,2,5,62,22,40,17,5,0,25,9,6,567,293,274,236,40,17,213,48,13,468,240,228,187,45,8,166,35,27,11784,4658,3740,10784,4460,3690,82,12,0,34,10,0,38,6,0,472,80,34,374,90,16,"55"
"55121",30760,15701,15059,9760,3228,2713,9106,3002,2951,25830,13124,12706,7436,3042,2646,7008,2849,2849,81,28,53,22,4,2,46,4,3,82,29,53,21,6,2,38,13,2,109,45,64,37,7,1,49,14,1,3957,2152,1805,1994,114,44,1672,77,56,701,323,378,250,55,18,293,45,40,19520,6456,5426,14872,6084,5292,44,8,4,74,14,2,42,12,4,3988,228,88,500,110,36,"55"
"55123",30714,15456,15258,9128,3221,3107,8811,3174,3273,29179,14706,14473,8580,3102,3024,8217,3051,3205,121,73,48,58,4,11,41,7,0,41,19,22,7,12,0,12,7,3,89,50,39,39,5,6,23,11,5,464,247,217,190,28,29,182,20,15,820,361,459,254,70,37,336,78,45,18256,6442,6214,17160,6204,6048,116,8,22,78,10,12,14,24,0,380,56,58,508,140,74,"55"
"55125",23047,11706,11341,4861,2994,3851,4522,2908,3911,19569,9877,9692,3533,2682,3662,3395,2604,3693,49,34,15,23,8,3,5,3,7,2181,1136,1045,820,210,106,742,179,124,57,23,34,10,12,1,25,8,1,459,246,213,213,20,13,146,37,30,732,390,342,262,62,66,209,77,56,9722,5988,7702,7066,5364,7324,46,16,6,20,24,2,1640,420,212,426,40,26,524,124,132,"55"
"55127",106478,53266,53212,32697,11192,9377,31159,11362,10691,88104,43829,44275,25016,9929,8884,23900,10218,10157,1166,619,547,492,77,50,464,53,30,229,112,117,82,20,10,88,14,15,1002,443,559,337,73,33,396,108,55,12550,6534,6016,5519,796,219,5069,678,269,3427,1729,1698,1251,297,181,1242,291,165,65394,22384,18754,50032,19858,17768,984,154,100,674,146,66,164,40,20,11038,1592,438,2502,594,362,"55"
"55129",16623,8333,8290,3937,2009,2387,3825,2068,2397,15348,7696,7652,3481,1880,2335,3412,1933,2307,30,17,13,9,5,3,11,0,2,182,95,87,58,25,12,52,17,18,59,22,37,11,8,3,23,8,6,299,164,135,135,18,11,106,13,16,705,339,366,243,73,23,221,97,48,7874,4018,4774,6962,3760,4670,18,10,6,22,16,6,116,50,24,270,36,22,486,146,46,"55"
"55131",136761,67759,69002,39937,15933,11889,38664,16043,14295,123855,61425,62430,34819,15054,11552,33357,15172,13901,1672,829,843,643,131,55,666,111,66,272,133,139,89,27,17,94,24,21,1943,899,1044,698,142,59,835,150,59,4827,2456,2371,2071,295,90,1956,285,130,4192,2017,2175,1617,284,116,1756,301,118,79874,31866,23778,69638,30108,23104,1286,262,110,1396,284,118,178,54,34,4142,590,180,3234,568,232,"55"
"55133",406978,199462,207516,118546,44794,36122,116446,47228,43842,347922,170252,177670,95181,40739,34332,93055,42936,41679,6648,3340,3308,2572,525,243,2443,542,323,807,412,395,268,79,65,215,139,41,15616,7453,8163,5894,1089,470,6355,1173,635,21835,10959,10876,8939,1426,594,8791,1391,694,14150,7046,7104,5692,936,418,5587,1047,470,237092,89588,72244,190362,81478,68664,5144,1050,486,11788,2178,940,536,158,130,17878,2852,1188,11384,1872,836,"55"
"55135",51812,26315,25497,14663,6032,5620,13612,5933,5952,47784,24249,23535,13044,5723,5482,12184,5587,5764,202,127,75,94,27,6,41,21,13,242,127,115,74,37,16,58,31,26,254,110,144,85,14,11,98,32,14,1864,945,919,775,116,54,750,115,54,1466,757,709,591,115,51,481,147,81,29326,12064,11240,26088,11446,10964,188,54,12,170,28,22,148,74,32,1550,232,108,1182,230,102,"55"
"55137",24520,12943,11577,6647,3184,3112,5633,2935,3009,21552,11209,10343,5285,2930,2994,4719,2737,2887,389,364,25,299,62,3,18,5,2,121,74,47,45,25,4,31,4,12,98,48,50,42,5,1,33,9,8,1693,916,777,755,90,71,609,115,53,667,332,335,221,72,39,223,65,47,13294,6368,6224,10570,5860,5988,598,124,6,84,10,2,90,50,8,1510,180,142,442,144,78,"55"
"55139",171730,86391,85339,55716,17432,13243,52146,17219,15974,145581,72583,72998,43939,15942,12702,41749,15911,15338,4931,3140,1791,2711,344,85,1563,148,80,935,529,406,384,110,35,317,62,27,5560,2695,2865,2282,281,132,2388,306,171,8328,4333,3995,3837,383,113,3461,395,139,6395,3111,3284,2563,372,176,2668,397,219,111432,34864,26486,87878,31884,25404,5422,688,170,4564,562,264,768,220,70,7674,766,226,5126,744,352,"55"
"55141",74207,36526,37681,21183,8066,7277,20569,8324,8788,67055,32935,34120,18219,7653,7063,17781,7851,8488,547,320,227,258,43,19,194,16,17,549,276,273,192,59,25,181,50,42,1382,633,749,541,61,31,552,110,87,2376,1248,1128,1059,121,68,929,121,78,2298,1114,1184,914,129,71,932,176,76,42366,16132,14554,36438,15306,14126,516,86,38,1082,122,62,384,118,50,2118,242,136,1828,258,142,"55"
"56001",37066,19137,17929,14312,2514,2311,12829,2562,2538,29584,15241,14343,11067,2125,2049,9995,2091,2257,384,253,131,217,15,21,98,23,10,282,137,145,114,17,6,111,31,3,1028,533,495,453,54,26,390,69,36,3910,2020,1890,1692,191,137,1500,243,147,1878,953,925,769,112,72,735,105,85,28624,5028,4622,22134,4250,4098,434,30,42,906,108,52,228,34,12,3384,382,274,1538,224,144,"56"
"56003",11521,5826,5695,3438,1135,1253,3270,1078,1347,9884,4985,4899,2810,1016,1159,2640,973,1286,22,14,8,9,1,4,6,2,0,98,57,41,42,8,7,30,8,3,44,15,29,14,1,0,21,8,0,1069,542,527,423,56,63,441,50,36,404,213,191,140,53,20,132,37,22,6876,2270,2506,5620,2032,2318,18,2,8,28,2,0,84,16,14,846,112,126,280,106,40,"56"
"56005",47026,24082,22944,17182,4373,2527,16158,4149,2637,39601,20320,19281,14070,3906,2344,13100,3718,2463,219,108,111,87,16,5,82,21,8,509,263,246,179,67,17,183,51,12,320,134,186,102,30,2,132,31,23,4283,2199,2084,1915,213,71,1844,165,75,2094,1058,1036,829,141,88,817,163,56,34364,8746,5054,28140,7812,4688,174,32,10,204,60,4,358,134,34,3830,426,142,1658,282,176,"56"
