"DemandID","Demand","SupplyID","Supply","TravelCost","AllFlows","EstFlow","f(d)"
"249",6151,"216",1709,8.81164492246749,200,1241,0.012879115065837651
"249",6151,"218",56,13.409335884117,3,27,0.005561417015475883
"249",6151,"255",265,8.77536888604167,9,193,0.012985815747441978
"249",6151,"302",320,87.6017234798102,1,23,0.00013030908606795385
"249",6151,"374",788,57.6812054546519,2,87,0.00030056011215908243
"249",6151,"386",194,128.205698230924,1,10,0.00006083945898975036
"249",6151,"534",214,133.609334330731,2,10,0.00005601784524990026
"249",6151,"543",174,25.7044404803912,9,43,0.0015135044086290613
"249",6151,"544",316,51.020576150627,1,40,0.0003841574702772131
"249",6151,"550",399,17.2188174784488,3,148,0.0033728214799728495
"249",6151,"739",1677,221.62544795139,1,48,0.000020359201803269075
"249",6151,"744",472,56.1512256633373,1,54,0.000317162271162726
"250",35105,"16",1018,90.7693483361663,3,515,0.00012137285421796381
"250",35105,"22",194,41.0217059689006,2,217,0.0005942546177798299
"250",35105,"62",368,215.643177702327,1,78,0.000021504460628841815
"250",35105,"64",349,206.267927149751,1,78,0.0000235037192846815
"250",35105,"151",340,19.2868740151791,85,810,0.0026882912146622153
"250",35105,"153",50,33.039259400067,2,70,0.0009160926370026029
"250",35105,"160",156,43.430595085859,1,165,0.0005301618093891321
"250",35105,"191",206,22.07159793644,46,429,0.002052732920921927
"250",35105,"196",175,29.46167596597,3,273,0.001152086540085745
"250",35105,"201",226,20.7874551561823,12,499,0.0023141811369803136
"250",35105,"204",204,57.4119814399619,2,163,0.00030338557554920084
"250",35105,"209",320,11.0041517970919,798,1336,0.008258227726796403
"250",35105,"210",210,43.7104937103054,5,221,0.0005233938029664844
"250",35105,"213",1013,14.697053619751,744,3166,0.004629557076223303
